,code,Name,State,NPS.region,Park.type,Area_km2,NetworkCode,NetworkName,IandM,Aquatic.park,Level.1.ecoregion,Level.2.ecoregion,NPVULN.ecoregional.group,Air.pollution,At.risk.sp.ter,At.risk.sp.aqu,Back.velocity,Biome.shift,Drought.sum,Early.spring,Env.Diversity,Exotic.sp,Fire.change,Fire.hazard,Forest.pest,Forward.velocity,Invasion.risk,Landscape.integrity,Moisture,PC2,Precipitation,Sea.level.change,Snow,Temp.change,Temp.exceedance,Ter.tot.vul.score,Aqu.tot.vul.score,Nliv.tot.vul.score,Ter.national.quartile,Aqu.national.quartile,Nliv.national.quartile,Ter.ecoregional.quartile,Aqu.ecoregional.quartile,Nliv.ecoregional.quartile,High.impact.current.fire,High.impact.projected.fire,High.impact.fire.combined,High.impact.summer.drought,High.impact.sea.level.or.surge,High.impact.slr,High.impact.storm.surge,High.impact.forest.pest,High.impact.at.least.one,High.impact.types,National.priority,Ecoregional.priority,Comprehensive.nrva,NRVA.any,IVA.any,CRVA.any,CCVA.types
100,DENA,Denali National Park,AK,AK,National Park,18975.21474,CAKN,Central Alaska Network,1,1,NORTHWESTERN FORESTED MOUNTAINS,BOREAL CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,NA,0.175597325,0,0.119248071,0.409207161,NA,NA,0.4934546,0.278768145,0,NA,0.528770971,0.207708236,0.2,0.41516307,0,0.699672369,0.801908766,0,0.097492735,0.310562931,NA,1.51900271,1.364500487,1.112903078,1,1,1,1,2,2,NA,1,NA,NA,0,NA,NA,1,1,Fire_Pest,0,1,0,1,0,0,0_0_0
101,DENA,Denali National Preserve,AK,AK,National Park,5414.133034,CAKN,Central Alaska Network,1,1,NORTHWESTERN FORESTED MOUNTAINS,BOREAL CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,NA,0.175597325,0,0.119248071,0.409207161,NA,NA,0.4934546,0.278768145,0,NA,0.528770971,0.207708236,0.2,0.41516307,0,0.699672369,0.801908766,0,0.097492735,0.310562931,NA,1.51900271,1.364500487,1.112903078,1,1,1,1,2,2,NA,1,NA,NA,0,NA,NA,1,1,Fire_Pest,0,1,0,1,0,0,0_0_0
102,DEPO,Devils Postpile National Monument,CA,PW,National Monument,3.235201416,SIEN,Sierra Nevada Network,1,1,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,0.676912224,0.577055816,0,0.006200837,0.6,0.489833797,0.754011258,0.273602699,0.03766209,0.391683061,0.551560502,0.524181462,0.012656273,0.666666667,0.144668483,0.333013655,0.35013238,0.443761202,0,0.756084488,0.626853725,0.220406261,2.162758997,2.047120181,1.634658987,2,2,3,3,3,2,0,1,0_1,1,0,0,0,1,1,Drought_Pest,0,0,0,0,0,0,0_0_0
103,DETO,Devils Tower National Monument,WY,IM,National Monument,5.463549527,NGPN,Northern Great Plains Network,1,1,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,0.337561644,0.065500929,0,0.328634693,0.6,0.373636845,0.723652108,0.51807509,0.158949822,0.383911394,0.464228339,0.296935245,0.190312763,0.333333333,0.141870925,0.627495686,0.015323847,0.730186618,0,0.618951299,0.837569406,0.028758214,2.04311404,1.866503639,1.632750936,2,1,3,2,1,1,0,1,0_1,1,0,0,0,1,1,Drought_Pest,0,0,0,0,0,0,0_0_0
104,DINO,Dinosaur National Monument,CO,IM,National Monument,851.4635791,NCPN,Northern Colorado Plateau Network,1,1,NORTH AMERICAN DESERTS,COLD DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,0.337561644,0.180900948,1,0.078834239,0.52,0.348385559,0.585803846,0.423852513,0.14455448,0.491116197,0.675410046,0.062315706,0.114168914,0.466666667,0.104995158,0.936393862,0.50648237,0.525581991,0,0.795277635,0.784372548,0.138558714,2.169784888,2.43713839,1.913135142,3,4,4,4,4,4,1,1,1_1,0,0,0,0,0,1,Fire,1,1,0,1,0,0,0_0_0
105,DRTO,Dry Tortugas National Park,FL,SE,National Park,265.3847371,SFCN,South Florida/Caribbean Network,1,1,TROPICAL WET FORESTS,EVERGLADES,SOUTHEASTERN AND TEXAS COASTAL PLAIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0_iva_0
106,EBLA,Ebey's Landing National Historical Reserve,WA,PW,National Historical Reserve,73.38415966,NCCN,North Coast and Cascades Network,1,NA,MARINE WEST COAST FOREST,MARINE WEST COAST FOREST,MARINE WEST COAST FOREST,0.098360656,0.467847254,NA,0.41755952,0.6,0.068363222,0.976378629,0.430650771,0.265972277,0.202431073,0.133831964,0.071379456,0.110582873,1,0.566308553,0.294824406,0.338338528,0.309187815,0.012660974,0.886206176,0.421600603,0.524658611,2.215749791,NA,1.279811387,3,NA,1,4,NA,2,0,1,0_1,0,0,0,0,0,0,None,0,1,0,0,1,0,0_iva_0
107,EDAL,Edgar Allan Poe National Historic Site,PA,NE,National Historic Site,0.002114308,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,SOUTHEASTERN AND TEXAS COASTAL PLAIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.581509326,NA,NA,3,NA,NA,4,0,0,0_0,0,0,0,0,0,0,None,0,1,0,0,1,0,0_iva_0
108,EFMO,Effigy Mounds National Monument,IA,MW,National Monument,10.05879564,HTLN,Heartland Network,1,1,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,NORTHERN FORESTS AND PLAINS,0.80977633,0.25775713,0,0.301939202,0.6,0.31143246,0.884171299,0.577232753,0.06438984,0.128153852,0.140136672,0.1315885,0.322606613,1,0.430601655,0.498176749,0.721593836,0.660810629,0,0.760479031,0.879902989,0.166706752,2.513603733,2.398786482,1.829699428,4,4,4,3,3,4,0,0,0_0,0,0,0,0,1,1,Pest,1,1,0,1,0,0,0_0_0
109,EISE,Eisenhower National Historic Site,PA,NE,National Historic Site,2.804715379,MIDN,Mid-Atlantic Network,1,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,0.89805547,0.225156273,NA,0.138059885,0.4,0.198725526,0.864101463,0.568907924,0.283573384,0.09397532,0.161407471,0.134163521,0.072183305,1,0.443571448,0.487000496,0.406611081,0.568843238,0,0.953173466,0.736356042,0.174317016,2.385073037,NA,1.755384042,4,NA,4,3,NA,4,0,0,0_0,0,0,0,0,0,0,None,1,1,0,1,0,0,0_0_0
110,ELMA,El Malpais National Monument,NM,IM,National Monument,473.0134951,SCPN,Southern Colorado Plateau Network,1,NA,NORTH AMERICAN DESERTS,COLD DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,0.337561644,0.21239029,NA,0.025303108,0.6,0.217338934,0.846857294,0.496372551,0.0589076,0.333435455,0.576741172,0.178773307,0.200404176,0.333333333,0.078010422,0.658732394,0.617725916,0.105631537,0,0.851008339,0.557941369,0.265690196,2.024811556,NA,1.60980811,1,NA,3,2,NA,3,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
111,ELMO,El Morro National Monument,NM,IM,National Monument,5.175426327,SCPN,Southern Colorado Plateau Network,1,NA,NORTH AMERICAN DESERTS,COLD DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,0.337561644,0.148833833,NA,0.041855683,0.6,0.224182102,0.831050771,0.50374984,0.112484109,0.344382954,0.76089797,0.172463876,0.237087973,0.333333333,0.082633779,0.574576155,0.483422085,0.105631537,0,0.809813959,0.580879535,0.257996085,2.010324474,NA,1.597734671,1,NA,3,2,NA,3,1,0,1_0,0,0,0,0,0,1,Fire,0,0,0,0,0,0,0_0_0
112,ELRO,Eleanor Roosevelt National Historic Site,NY,NE,National Historic Site,0.717997327,NETN,Northeast Temperate Network,1,NA,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,NORTHERN FORESTS AND PLAINS,1,0.295869498,NA,0.100580457,0.8,0.209811457,0,0.55593635,0.24090135,0.156203584,0.467568375,0.215029623,0.034534937,1,0.502328281,0.439301623,0.402965982,0.57280551,0,0.890079038,0.680241826,0.13140485,2.376398344,NA,1.801623525,4,NA,4,2,NA,4,0,0,0_0,0,0,0,0,1,1,Pest,1,1,0,1,0,0,0_0_0
113,EUON,Eugene O'Neill National Historic Site,CA,PW,National Historic Site,0.053401303,SFAN,San Francisco Bay Area Network,1,NA,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,0.676912224,0.82852528,NA,0.051746784,0.6,0.45852631,0.830725505,0.448832998,0.597571828,0.359296601,0.410185897,0.135624768,0.084146909,1,0.715713636,0.3401432,0.67184958,0.479054658,0,0,0.177225093,0.497545691,2.424218801,NA,1.45993605,4,NA,2,4,NA,3,1,1,2_1,1,0,0,0,0,1,Fire_Drought,1,1,0,0,0,1,0_0_crva
114,EVER,Everglades National Park,FL,SE,National Park,6226.69456,SFCN,South Florida/Caribbean Network,1,1,TROPICAL WET FORESTS,EVERGLADES,SOUTHEASTERN AND TEXAS COASTAL PLAIN,0.80977633,0.61804876,0,0.524623686,0.272727273,0.180366291,0.370945842,0.906170143,0.360619997,0.039445124,0.515879603,0.01155202,0.131318473,1,0.439890792,0.241496664,0.342946904,0.324418381,0.763726574,0,0.062588537,1,2.419835071,2.304743207,1.678316148,4,4,3,4,4,4,1,0,1_0,0,1,1,1,0,1,Fire_SLR,1,1,0,1,1,0,0_iva_0
115,FEHA,Federal Hall National Memorial,NY,NE,National Memorial,0.001917308,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.625219698,NA,NA,3,NA,NA,3,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,1,0,0_iva_0
116,FIIS,Fire Island National Seashore,NY,NE,National Seashore,79.55103359,NCBN,Northeast Coastal and Barrier Network,1,1,EASTERN TEMPERATE FORESTS,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,SOUTHEASTERN AND TEXAS COASTAL PLAIN,1,0.410342591,0,0.38627694,0.2,0,0.887826273,0.86136513,0.275944365,0.075691943,0.239723087,0.171958908,0.065894822,1,0.93115153,0.362653409,0.3388034,0.501204821,0.697896143,0.929096246,0.55466823,0.064292477,2.662264811,2.446428444,1.793381359,4,4,4,4,4,4,0,0,2_0,0,1,1,1,1,1,SLR_Pest,1,1,0,1,1,0,0_iva_0
117,FILA,First Ladies National Historic Site,OH,MW,National Historic Site,0.0018379,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,NORTHERN FORESTS AND PLAINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.763221464,NA,NA,4,NA,NA,4,0,0,0_0,0,0,0,0,0,0,None,1,1,0,0,0,0,0_0_0
118,FRST,First State National Historical Park,DE,NE,National Historical Park,4.673426067,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,SOUTHEASTERN AND TEXAS COASTAL PLAIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.148102896,NA,NA,1,NA,NA,1,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
119,FLNI,Flight 93 National Memorial,PA,NE,National Memorial,9.16315293,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,OZARK/OUACHITA-APPALACHIAN FORESTS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.621977212,NA,NA,3,NA,NA,3,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
120,FLFO,Florissant Fossil Beds National Monument,CO,IM,National Monument,24.25498958,ROMN,Rocky Mountain Network,1,1,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,0.337561644,0.070638809,0,0.009164766,0.4,0.173371598,0.831487898,0.364185836,0.113636947,0.878785841,0.615119002,0.455317088,0.227082,1,0.222354744,0.646803376,0.509257368,0.520971534,0,0.757778747,0.720568574,0.243751483,2.388917154,2.296718147,1.84717466,4,4,4,4,4,4,0,1,0_1,0,0,0,0,1,1,Pest,1,1,1,1,0,0,nrva_0_0
121,FOTH,Ford's Theatre National Historic Site,DC,NC,National Historic Site,0.001216341,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.679553108,NA,NA,3,NA,NA,3,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
122,FOBO,Fort Bowie National Historic Site,AZ,IM,National Historic Site,4.038617944,SODN,Sonoran Desert Network,1,NA,SOUTHERN SEMIARID HIGHLANDS,WESTERN SIERRA MADRE PIEDMONT,NORTH AMERICAN DESERTS AND SEMIARID,0.337561644,0.424494614,NA,0.052488933,0.8,0.363987975,0.867848498,0.614399927,0.061566623,0.207124324,0.442279985,0.097671102,0.073556046,0.333333333,0.083706422,0.539000037,0.424111889,0.138925742,0,0,0.411854037,0.322211047,1.827167397,NA,1.1331092,1,NA,1,1,NA,1,0,0,0_0,1,0,0,0,0,1,Drought,0,0,0,0,0,0,0_0_0
123,FOCA,Fort Caroline National Memorial,FL,SE,National Memorial,0.567404091,SECN,Southeast Coast Network,1,NA,EASTERN TEMPERATE FORESTS,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,SOUTHEASTERN AND TEXAS COASTAL PLAIN,0.67273064,0.456148369,NA,0.081789344,0.3,0.060356721,0.30438398,0.811817443,0.149183723,0.054606079,0.34463093,0.058496845,0.131145897,1,0.781806431,0.223783832,0.015507807,0.181303416,0.492001069,0,0.194911735,0.615909233,2.007762038,NA,1.151778055,1,NA,1,2,NA,1,0,0,0_0,0,1,1,1,0,1,SLR,0,0,0,1,0,0,0_0_0
124,FODA,Fort Davis National Historic Site,TX,IM,National Historic Site,2.094801908,CHDN,Chihuahuan Desert Network,1,NA,NORTH AMERICAN DESERTS,WARM DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,0.628106363,0.207561393,NA,0.074534593,0.6,0.262366966,0.754281557,0.51687751,0.055904467,0.140875237,0.425282953,0.001535177,0.100560678,0.666666667,0.03036331,0.551647936,0.518757565,0.314506526,0,0,0.422279541,0.519161777,1.867511788,NA,1.311712539,1,NA,1,1,NA,1,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
125,FODO,Fort Donelson National Battlefield,TN,SE,National Battlefield,5.265760468,CUPN,Cumberland Piedmont Network,1,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,1,0.396678522,NA,0.2196399,0.4,0.193695799,0.687414765,0.643356384,0.186618607,0.245156979,0.224559767,0.093334083,0.344567357,1,0.396823383,0.375352893,0.297660114,0.347748228,0,0,0.73227444,0.291294381,2.165945702,NA,1.469968451,2,NA,2,2,NA,2,0,1,0_1,0,0,0,0,0,0,None,0,0,0,1,0,0,0_0_0
126,FOFR,Fort Frederica National Monument,GA,SE,National Monument,1.142851237,SECN,Southeast Coast Network,1,1,EASTERN TEMPERATE FORESTS,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,SOUTHEASTERN AND TEXAS COASTAL PLAIN,0.67273064,0.342197099,0,0.078582861,0.6,0.049578735,0.243937599,0.828883791,0.170323399,0.151224559,0.603723247,0.131210615,0.176738605,1,0.472767093,0.199017859,0.117070244,0.219660886,0.746532593,0,0.216114553,0.497824342,2.080044397,1.93493579,1.347849516,2,2,1,2,2,3,1,1,1_1,0,1,1,1,0,1,Fire_SLR,0,0,0,1,1,0,0_iva_0
127,FOLA,Fort Laramie National Historic Site,WY,IM,National Historic Site,3.631486374,NGPN,Northern Great Plains Network,1,NA,GREAT PLAINS,SOUTH CENTRAL SEMIARID PRAIRIES,GREAT PLAINS,0.337561644,0.05642127,NA,0.280607852,0.5,0.404944325,0.748609168,0.598288021,0.194035088,0.369532096,0.587906389,0.077218093,0.076820507,0.666666667,0.204002501,0.74190791,0.388042528,0.86828589,0,0.832640922,0.696823051,0.092229051,2.277775963,NA,1.849592793,3,NA,4,2,NA,4,0,1,0_1,1,0,0,0,1,1,Drought_Pest,1,1,0,0,0,0,0_0_0
128,FOLS,Fort Larned National Historic Site,KS,MW,National Historic Site,2.853486299,SOPN,Southern Plains Network,1,NA,GREAT PLAINS,SOUTH CENTRAL SEMIARID PRAIRIES,GREAT PLAINS,0.628106363,0.17816694,NA,0.214589991,0.6,0.327650769,0.809683709,0.818660823,0.229674185,0.248611866,0.100357042,0.010476288,0.205843243,0.833333333,0.259033163,0.761470349,0.681739472,0.631166802,0,0,0.656062024,0.125650235,2.254616229,NA,1.581276136,3,NA,3,2,NA,2,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
129,FOMA,Fort Matanzas National Monument,FL,SE,National Monument,1.108408341,SECN,Southeast Coast Network,1,1,EASTERN TEMPERATE FORESTS,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,SOUTHEASTERN AND TEXAS COASTAL PLAIN,0.80977633,0.47585084,0,0.078751071,0.6,0.07575384,0.410301102,0.994201201,0.201787995,0.044782541,0.579066862,0.080064108,0.122604381,1,0.482926912,0.198819237,0.110546686,0.143201377,0.653340687,0,0.172947739,0.713249381,2.254183637,2.227771426,1.426808278,3,3,2,3,4,3,1,0,1_0,0,1,1,1,0,1,Fire_SLR,0,0,0,1,0,0,0_0_0
130,FOMC,Fort McHenry National Monument and Historic Shrine,MD,NE,National Monument,0.189073008,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.656533127,NA,NA,3,NA,NA,3,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,1,0,0_iva_0
131,FOMR,Fort Monroe National Monument,VA,NE,National Monument,1.327063871,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,SOUTHEASTERN AND TEXAS COASTAL PLAIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.909352298,NA,NA,1,NA,NA,1,0,1,0_1,0,1,1,1,0,1,SLR,0,0,0,0,1,0,0_iva_0
132,FONE,Fort Necessity National Battlefield,PA,NE,National Battlefield,3.706954464,ERMN,Eastern Rivers and Mountains Network,1,NA,EASTERN TEMPERATE FORESTS,OZARK/OUACHITA-APPALACHIAN FORESTS,INTERIOR SOUTHEAST PLAINS AND FOREST,1,0.146123971,NA,0.110224372,0.4,0.140421758,0.858410069,0.509087789,0.182592617,0.132518966,0.211416951,0.06259848,0.111336173,1,0.379914654,0.263629485,0.389082399,0.489023053,0,0.903530098,0.709123473,0.24082037,2.302770592,NA,1.70950631,3,NA,3,3,NA,4,0,0,0_0,0,0,0,0,0,0,None,0,1,0,1,0,0,0_0_0
133,FOPO,Fort Point National Historic Site,CA,PW,National Historic Site,0.101450266,SFAN,San Francisco Bay Area Network,1,NA,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,0.676912224,0.844046616,NA,0.017672585,0,0,0.85367305,0.394471701,0.507060334,0.040430497,0.204091794,0.080108973,0.11578479,1,0.864795197,0.270715535,0.613817614,0.503605816,0.005976642,0,0.117149817,0.843554559,2.356356766,NA,1.408341855,4,NA,2,3,NA,2,0,0,0_0,0,0,0,0,0,0,None,1,0,0,0,1,0,0_iva_0
134,FOPU,Fort Pulaski National Monument,GA,SE,National Monument,21.9201736,SECN,Southeast Coast Network,1,1,EASTERN TEMPERATE FORESTS,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,SOUTHEASTERN AND TEXAS COASTAL PLAIN,0.778817936,0.389121411,0,0.147172063,0,0.071442648,0.231677035,0.812772602,0.214523265,0.159516625,0.541999745,0.092987062,0.180455495,1,0.644249455,0.15129624,0.239017388,0.264506733,0.801537932,0,0.272044374,0.419328644,2.088731458,2.113230078,1.409092828,2,3,2,3,3,3,1,1,1_1,0,1,1,1,0,1,Fire_SLR,0,0,0,1,1,0,0_iva_0
135,FORA,Fort Raleigh National Historic Site,NC,SE,National Historic Site,0.638098362,SECN,Southeast Coast Network,1,NA,EASTERN TEMPERATE FORESTS,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,SOUTHEASTERN AND TEXAS COASTAL PLAIN,0.80977633,0.336298061,NA,0.445425865,0,0.053376693,0.511686402,0.993453337,0.061184631,0.072874085,0.256549907,0.402829979,0.379610213,0.666666667,0.340599912,0.133147379,0.153638161,0.258159955,0.369051986,0,0.422460345,0.196909021,1.903151416,NA,1.09219486,1,NA,1,1,NA,1,1,1,1_1,0,1,0,1,1,1,Fire_SLR_Pest,0,0,0,0,0,0,0_0_0
136,FOSC,Fort Scott National Historic Site,KS,MW,National Historic Site,0.067399944,NA,NA,NA,NA,GREAT PLAINS,TEMPERATE PRAIRIES,GREAT PLAINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.675367398,NA,NA,3,NA,NA,2,0,1,0_1,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
137,FOSM,Fort Smith National Historic Site,AR,MW,National Historic Site,0.186554705,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,OZARK/OUACHITA-APPALACHIAN FORESTS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.493820912,NA,NA,2,NA,NA,2,0,1,0_1,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
138,FOST,Fort Stanwix National Monument,NY,NE,National Monument,0.067727573,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,NORTHERN FORESTS AND PLAINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7110142,NA,NA,4,NA,NA,3,0,0,0_0,0,0,0,0,0,0,None,1,0,0,0,0,0,0_0_0
139,FOSU,Fort Sumter National Monument,SC,SE,National Monument,0.939915904,SECN,Southeast Coast Network,1,1,EASTERN TEMPERATE FORESTS,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,SOUTHEASTERN AND TEXAS COASTAL PLAIN,0.67273064,0.380669264,0,0.207038266,0.3,0,0.373597598,0.861984169,0.203022204,0.130056071,0.44701672,0.127631177,0.165881617,1,0.685376394,0.108024744,0.240631049,0.303279223,0.704781113,0,0.237739721,0.357976285,2.056057062,1.888445316,1.266341778,2,1,1,2,1,2,1,1,1_1,0,1,0,1,0,1,Fire_SLR,0,0,0,0,1,0,0_iva_0
140,FOUN,Fort Union National Monument,NM,IM,National Monument,2.916480977,SOPN,Southern Plains Network,1,NA,GREAT PLAINS,SOUTH CENTRAL SEMIARID PRAIRIES,GREAT PLAINS,0.628106363,0.137589678,NA,0.008235353,0.6,0.193079917,0.859743686,0.548726305,0.106612686,0.310445679,0.572262027,0.233851169,0.019701414,1,0.065991636,0.840286361,0.91980794,0.252848668,0,0.960453469,0.590854473,0.333687851,2.518868735,NA,1.948258407,4,NA,4,4,NA,4,0,0,0_0,0,0,0,0,1,1,Pest,1,1,0,0,0,0,0_0_0
141,FOUS,Fort Union Trading Post National Historic Site,ND,MW,National Historic Site,1.805225607,NGPN,Northern Great Plains Network,1,NA,GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,GREAT PLAINS,0.337561644,0.171371841,NA,0.227728413,0.4,0.354441764,0.73731179,0.625896026,0.153996101,0.370493543,0.191513067,0.036357066,0.367178886,0.666666667,0.247912821,0.668868745,0.213355077,0.625406984,0,0.452879784,0.776409436,0.002835303,1.98691827,NA,1.468055368,1,NA,2,1,NA,1,0,1,0_1,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
142,FOVA,Fort Vancouver National Historic Site,WA,PW,National Historic Site,0.84305041,NCCN,North Coast and Cascades Network,1,NA,MARINE WEST COAST FOREST,MARINE WEST COAST FOREST,MARINE WEST COAST FOREST,0.337561644,0.491193963,NA,0.281300928,0.4,0.428450601,0.745858552,0.455752901,0.501944049,0.127285539,0.26038391,0.06816254,0.048827271,1,0.731502442,0.338336372,0.406859185,0.309187815,0.000688019,0.836686238,0.417921562,0.224442915,2.172715088,NA,1.309651732,3,NA,1,4,NA,4,0,0,0_0,1,0,0,0,0,1,Drought,0,1,0,0,1,0,0_iva_0
143,FOWA,Fort Washington Park,MD,NC,Other Designation,1.392361651,NCRN,National Capital Region Network,1,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,0.923287071,0.366200524,NA,0.217589217,0.6,0.241118944,0.79664498,0.688537598,0.155476833,0.09596547,0.145112702,0.063894386,0.096368384,1,0.709807033,0.343709255,0.213851124,0.472398597,0.068534381,0.890482876,0.691578787,0.213719458,2.416826581,NA,1.625041974,4,NA,3,4,NA,3,0,0,0_0,0,0,0,0,0,0,None,1,1,0,1,1,0,0_iva_0
144,FOBU,Fossil Butte National Monument,WY,IM,National Monument,33.6606928,NCPN,Northern Colorado Plateau Network,1,NA,NORTH AMERICAN DESERTS,COLD DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,0.563133247,0.050401511,NA,0.065792907,0.3,0.349001444,0.351813418,0.422935226,0.134027376,0.693603417,0.528026824,0.308645756,0.354089571,0.666666667,0.126560157,0.72559979,0.566074028,0.420020678,0,0.689421055,0.788229435,0.177567821,2.109239549,NA,1.821913844,2,NA,4,3,NA,4,0,1,0_1,0,0,0,0,1,1,Pest,1,1,0,0,0,0,0_0_0
145,FRDE,Franklin Delano Roosevelt Memorial,DC,NC,National Memorial,0.032933286,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.676799197,NA,NA,3,NA,NA,3,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
