,code,Name,State,NPS.region,Park.type,Area_km2,NetworkCode,NetworkName,IandM,Aquatic.park,Level.1.ecoregion,Level.2.ecoregion,NPVULN.ecoregional.group,Air.pollution,At.risk.sp.ter,At.risk.sp.aqu,Back.velocity,Biome.shift,Drought.sum,Early.spring,Env.Diversity,Exotic.sp,Fire.change,Fire.hazard,Forest.pest,Forward.velocity,Invasion.risk,Landscape.integrity,Moisture,PC2,Precipitation,Sea.level.change,Snow,Temp.change,Temp.exceedance,Ter.tot.vul.score,Aqu.tot.vul.score,Nliv.tot.vul.score,Ter.national.quartile,Aqu.national.quartile,Nliv.national.quartile,Ter.ecoregional.quartile,Aqu.ecoregional.quartile,Nliv.ecoregional.quartile,High.impact.current.fire,High.impact.projected.fire,High.impact.fire.combined,High.impact.summer.drought,High.impact.sea.level.or.surge,High.impact.slr,High.impact.storm.surge,High.impact.forest.pest,High.impact.at.least.one,High.impact.types,National.priority,Ecoregional.priority,Comprehensive.nrva,NRVA.any,IVA.any,CRVA.any,CCVA.types
311,POPO,Poverty Point National Monument,LA,SE,National Monument,3.68063503,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,SOUTHEASTERN AND TEXAS COASTAL PLAIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.264570836,NA,NA,1,NA,NA,2,0,1,0_1,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
312,WICL,President William Jefferson Clinton Birthplace Home National Historic Site,AR,MW,National Historic Site,0.002729055,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34952455,NA,NA,1,NA,NA,2,0,1,0_1,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
313,PRSF,Presidio of San Francisco,CA,PW, ,5.873626877,SFAN,San Francisco Bay Area Network,1,NA,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,0,0.850618285,NA,0.017076532,0.3,0,0.85367305,0.394193661,0.392230576,0.040430497,0.212479501,0.085481517,0.114725247,1,0.861108275,0.272496362,0.617271968,0,0,0,0.112328018,0.839761243,2.198565053,NA,1.1129864,3,NA,1,1,NA,1,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
314,PRWI,Prince William Forest Park,VA,NC,Park,55.89730211,NCRN,National Capital Region Network,1,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,1,0.358864465,NA,0.212498942,0.4,0.242966597,0.786564471,0.662771368,0.201513477,0.090058553,0.172138022,0.123368307,0.080839449,1,0.541041773,0.293542043,0.165368983,0.472398597,0,0.901093123,0.709981431,0.210907591,2.35392252,NA,1.648588102,4,NA,3,3,NA,3,0,0,0_0,0,0,0,0,1,1,Pest,1,0,0,1,0,0,0_0_0
315,PULL,Pullman National Monument,IL,MW,National Monument,0.001632507,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,CENTRAL USA PLAINS,NORTHERN FORESTS AND PLAINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.521826871,NA,NA,2,NA,NA,2,0,1,0_1,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
316,PUHO,Pu'uhonua o Honaunau National Historical Park,HI,PW,National Historical Park,1.705805395,PACN,Pacific Islands Network,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0_iva_0
317,PUHE,Pu'ukohola Heiau National Historic Site,HI,PW,National Historic Site,0.348448459,PACN,Pacific Islands Network,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0_iva_crva
318,RABR,Rainbow Bridge National Monument,UT,IM,National Monument,0.647178587,SCPN,Southern Colorado Plateau Network,1,NA,NORTH AMERICAN DESERTS,COLD DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,0.274314763,0.273543523,NA,0.091591454,0.4,0.484701423,0.776127378,0.377671735,0,0.447387027,0.144833337,0.100856268,0.096695534,0.5,0,0.515587362,0.385879416,0.388309255,0,0.898974337,0.520109886,0.192849372,1.862911695,NA,1.510281441,1,NA,2,1,NA,2,0,1,0_1,1,0,0,0,0,1,Drought,0,0,0,0,0,0,0_0_0
319,REDW,Redwood National Park,CA,PW,National Park,467.9787939,KLMN,Klamath Network,1,1,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,0.354644388,0.643313054,0,0.605144658,0.333333333,0.375073904,0.7468906,0.342023324,0.170795676,0.069347815,0.806872834,0.125763507,0.029820792,0.333333333,0.215494012,0.376851666,0.502730286,0.310647404,0.001921599,0.87889539,0.33378355,0.488911171,2.075062202,1.773908002,1.58883833,2,1,3,2,1,1,1,0,1_0,1,0,0,0,0,1,Fire_Drought,0,0,0,0,1,1,0_iva_crva
320,RICH,Richmond National Battlefield Park,VA,NE,National Battlefield Park,33.19835851,MIDN,Mid-Atlantic Network,1,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,1,0.271395077,NA,0.209001036,0.4,0.12399816,0.775229417,0.73400084,0.233761824,0.072299424,0.248883962,0.1224126,0.117362856,1,0.475392221,0.276195919,0.230509313,0.406521031,0,0,0.619990169,0.227241021,2.130663321,NA,1.352992613,2,NA,1,2,NA,2,0,0,0_0,0,0,0,0,0,0,None,0,0,0,1,0,0,0_0_0
321,RIGR,Rio Grande Wild and Scenic River,TX,IM,Wild and Scenic River,1.182131097,CHDN,Chihuahuan Desert Network,1,NA,NORTH AMERICAN DESERTS,WARM DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,0,0.274593243,NA,0.103519886,0.4,0.055368051,0.542848483,0.539409553,0,0.536008695,0.239441741,0,0.046421718,0.333333333,0.135956352,0.469632848,0.380889921,0.388309255,0,0,0.286560312,0.471780931,1.460249549,NA,1.104600085,1,NA,1,1,NA,1,0,1,0_1,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
322,RIRA,River Raisin National Battlefield Park,MI,MW,National Battlefield Park,0.170705511,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,CENTRAL USA PLAINS,NORTHERN FORESTS AND PLAINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.508394418,NA,NA,2,NA,NA,1,0,1,0_1,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
323,ROCR,Rock Creek Park,DC,NC,Park,10.96426278,NCRN,National Capital Region Network,1,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,1,0.353140642,NA,0.193180368,0.6,0.231572725,0.827907102,0.676819895,0.38430555,0.090240011,0.130030901,0.039524988,0.09531174,1,0.810612259,0.38231268,0.222229298,0.505697335,0.011509319,0.914710167,0.710357075,0.184486249,2.527132212,NA,1.6813064,4,NA,3,4,NA,3,0,0,0_0,0,0,0,0,0,0,None,1,1,0,1,1,0,0_iva_0
324,ROMO,Rocky Mountain National Park,CO,IM,National Park,1080.647601,ROMN,Rocky Mountain Network,1,1,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,0.955471942,0.144103391,0,0.039729009,0.6,0.149044145,0.781919915,0.284032838,0.092334201,0.952484311,0.416089821,0.437104827,0.357215706,0.916666667,0.181789572,0.640675091,0.48630826,0.556787269,0,0.567802005,0.749331576,0.216705325,2.485610687,2.281888766,1.929396469,4,4,4,4,4,4,0,1,0_1,0,0,0,0,1,1,Pest,1,1,1,1,0,0,nrva_0_0
325,ROWI,Roger Williams National Memorial,RI,NE,National Memorial,0.018376277,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,NORTHERN FORESTS AND PLAINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.684912549,NA,NA,3,NA,NA,3,0,0,0_0,0,1,0,1,1,1,SLR_Pest,0,0,0,0,1,0,0_iva_0
326,RRBH,Ronald Reagan Boyhood Home National Historic Site,IL,MW,National Historic Site,0.004094194,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,CENTRAL USA PLAINS,NORTHERN FORESTS AND PLAINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.488543645,NA,NA,2,NA,NA,1,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
327,RORI,Rosie the Riveter/World War II Home Front National Historical Park,CA,PW,National Historical Park,0.603574004,NA,NA,NA,NA,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.958209187,NA,NA,1,NA,NA,1,0,1,0_1,0,0,0,0,0,0,None,0,0,0,0,1,0,0_iva_0
328,ROLA,Ross Lake National Recreation Area,WA,PW,National Recreation Area,472.629743,NA,NA,NA,NA,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53177404,NA,NA,2,NA,NA,1,0,1,0_1,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
329,RUCA,Russell Cave National Monument,AL,SE,National Monument,1.168227134,CUPN,Cumberland Piedmont Network,1,1,EASTERN TEMPERATE FORESTS,OZARK/OUACHITA-APPALACHIAN FORESTS,INTERIOR SOUTHEAST PLAINS AND FOREST,0.80977633,0.328934771,0,0.265452816,0.6,0.117941956,0.63426649,0.5156074,0.118410346,0.209117243,0.469440079,0.201983457,0.120660212,1,0.408661505,0.211951824,0.237278591,0.187034505,0,0,0.568828302,0.371017036,1.993581601,1.904314424,1.246365161,1,2,1,1,1,1,0,1,0_1,0,0,0,0,1,1,Pest,0,0,0,1,0,0,0_0_0
330,SAHI,Sagamore Hill National Historic Site,NY,NE,National Historic Site,0.335103357,NCBN,Northeast Coastal and Barrier Network,1,NA,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,NORTHERN FORESTS AND PLAINS,1,0.407595573,NA,0.446094235,0.6,0,0.887411791,0.695234229,0.358083871,0.085306246,0.214868516,0.04099312,0.053063242,1,0.990627266,0.34119233,0.313869996,0.539176873,0.059501883,0.918125553,0.582092216,0.082508328,2.619401652,NA,1.656700672,4,NA,3,4,NA,2,0,0,2_0,0,0,0,0,0,0,None,1,1,0,1,1,0,0_iva_0
331,SAGU,Saguaro National Park,AZ,IM,National Park,374.2385066,SODN,Sonoran Desert Network,1,NA,NORTH AMERICAN DESERTS,WARM DESERTS,NORTH AMERICAN DESERTS AND SEMIARID,0.628106363,0.527283797,NA,0.116665204,0.6,0.478747856,0.756797066,0.547472831,0.085278329,0.245926113,0.653342622,0.047922447,0.050311752,1,0.31485753,0.455992393,0.234526172,0.071600689,0,0,0.309155706,0.326467728,2.053439258,NA,1.228360169,2,NA,1,3,NA,1,0,0,2_0,1,0,0,0,0,1,Drought,0,1,0,1,0,0,0_0_0
332,SACR,Saint Croix Island International Historic Site,ME,NE,International Historic Site,0.026909519,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,NORTHERN FORESTS AND PLAINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.531757129,NA,NA,2,NA,NA,2,0,1,0_1,0,1,0,1,1,1,SLR_Pest,0,0,0,0,1,0,0_iva_0
333,SACN,Saint Croix National Scenic Riverway,WI,MW,National Scenic Riverway,285.8087022,GLKN,Great Lakes Network,1,1,NORTHERN FORESTS,MIXED WOOD SHIELD,NORTHERN FORESTS AND PLAINS,0.80977633,0.138895924,0,0.266901923,0.657142857,0.298144281,0.85968689,0.748501882,0.134053565,0.130884324,0.353562021,0.174134077,0.255320875,0.866666667,0.284315968,0.368181974,0.404608385,0.730186618,0,0.558792761,0.900351509,0.081298266,2.369768989,2.238986486,1.626892453,4,4,3,2,3,2,0,0,0_0,0,0,0,0,1,1,Pest,1,0,0,1,0,0,0_0_0
334,SAPA,Saint Paul's Church National Historic Site,NY,NE,National Historic Site,0.025078444,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,NORTHERN FORESTS AND PLAINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.660530681,NA,NA,3,NA,NA,2,0,0,2_0,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
335,SAGA,Saint-Gaudens National Historic Site,NH,NE,National Historic Site,0.762346191,NETN,Northeast Temperate Network,1,NA,NORTHERN FORESTS,ATLANTIC HIGHLANDS,NORTHERN FORESTS AND PLAINS,0.80977633,0.248682882,NA,0.120409488,0.6,0.152328864,0.867913819,0.476598371,0.113070067,0.208643523,0.219767404,0.185675961,0.128011929,1,0.41079051,0.510448573,0.519477194,0.60281807,0,0.761298359,0.724999089,0.081881854,2.329299762,NA,1.609482314,3,NA,3,2,NA,2,0,0,0_0,0,0,0,0,1,1,Pest,0,0,0,1,0,1,0_0_crva
336,SAMA,Salem Maritime National Historic Site,MA,NE,National Historic Site,0.038215847,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,NORTHERN FORESTS AND PLAINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.821404558,NA,NA,4,NA,NA,4,0,0,0_0,0,1,0,1,0,1,SLR,1,1,0,0,1,0,0_iva_0
337,SAPU,Salinas Pueblo Missions National Monument,NM,IM,National Monument,4.33727503,SCPN,Southern Colorado Plateau Network,1,NA,GREAT PLAINS,SOUTH CENTRAL SEMIARID PRAIRIES,GREAT PLAINS,0.563133247,0.225299121,NA,0.046975295,0.6,0.208169097,0.870921307,0.509327101,0.072672317,0.313911863,0.424073041,0.103107905,0.068225001,0.666666667,0.07779817,0.679507613,0.707798838,0.049117667,0,0.899811356,0.531489802,0.315912277,2.167451353,NA,1.662987148,3,NA,3,2,NA,2,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
338,SARI,Salt River Bay National Historical Park and Ecological Preserve,VI,SE,National Historical Park,4.151205863,SFCN,South Florida/Caribbean Network,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0_iva_0
339,SAAN,San Antonio Missions National Historical Park,TX,IM,National Historical Park,3.815593553,GULN,Gulf Coast Network,1,1,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,0.628106363,0.383298176,0,0.182350607,0.533333333,0.441589466,0.568471808,0.719542282,0.234589392,0.067000381,0.377810484,0.008810176,0.065005566,0.833333333,0.466083881,0.387442603,0.184600099,0.211263075,0,0,0.233222576,0.541509178,1.894656648,1.90846882,1.191046873,1,2,1,1,1,1,0,0,0_0,1,0,0,0,0,1,Drought,0,1,0,0,0,0,0_0_0
340,SAFR,San Francisco Maritime National Historical Park,CA,PW,National Historical Park,0.401420644,NA,NA,NA,NA,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.366931966,NA,NA,1,NA,NA,1,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,1,0,0_iva_0
341,SAJH,San Juan Island National Historical Park,WA,PW,National Historical Park,8.668294008,NCCN,North Coast and Cascades Network,1,1,MARINE WEST COAST FOREST,MARINE WEST COAST FOREST,MARINE WEST COAST FOREST,0.098360656,0.444087579,0,0.406056402,0.2,0.054813757,1,0.506963851,0.314342557,0.235839063,0.057804956,0.038991508,0.123552034,1,0.597928145,0.307725342,0.321295721,0.309187815,0.016751773,0.860590887,0.39584717,0.562833311,2.170658902,1.795008397,1.280057809,3,1,1,3,4,3,0,1,0_1,0,0,0,0,0,0,None,0,0,0,0,1,0,0_iva_0
342,SAJU,San Juan National Historic Site,PR,SE,National Historic Site,0.380151432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0_iva_0
343,SAND,Sand Creek Massacre National Historic Site,CO,IM,National Historic Site,50.70747746,SOPN,Southern Plains Network,1,NA,GREAT PLAINS,SOUTH CENTRAL SEMIARID PRAIRIES,GREAT PLAINS,0.337561644,0.179220058,NA,0.338076027,0.6,0.395090167,0.826102629,0.729240268,0.088465845,0.313721812,0.212656071,0,0.180136506,0.5,0.072438678,0.924960977,0.933597746,0.836443733,0,0,0.659966776,0.141056927,2.30480191,NA,1.826430927,3,NA,4,3,NA,3,0,0,0_0,1,0,0,0,0,1,Drought,1,0,0,0,0,0,0_0_0
344,SAMO,Santa Monica Mountains National Recreation Area,CA,PW,National Recreation Area,622.4308454,MEDN,Mediterranean Coast Network,1,NA,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,0.676912224,0.887353488,NA,0.242242064,0.4,0.240564642,0.813121363,0.454036982,0.320547625,0.016998666,0.359030422,3.59E-05,0.018741913,1,0.774907423,0.39755906,0.118072791,0.730186618,0.00229514,0,0.350910249,0.416344682,2.28558598,NA,1.36960242,3,NA,1,2,NA,2,0,0,2_0,0,0,0,0,0,0,None,0,0,0,0,1,0,0_iva_0
345,SARA,Saratoga National Historical Park,NY,NE,National Historical Park,14.38544658,NETN,Northeast Temperate Network,1,1,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,NORTHERN FORESTS AND PLAINS,0.778817936,0.243584977,0,0.243334334,0.8,0.146272664,0.871676064,0.510014016,0.189456554,0.185174134,0.434043399,0.167119545,0.085807023,1,0.542633337,0.465484153,0.568374435,0.599557537,0,0.853555658,0.741455184,0.128401133,2.487718944,2.390702806,1.688082865,4,4,3,3,3,3,0,0,0_0,0,0,0,0,0,0,None,1,1,0,1,0,0,0_0_0
346,SAIR,Saugus Iron Works National Historic Site,MA,NE,National Historic Site,0.051275722,NETN,Northeast Temperate Network,1,NA,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,NORTHERN FORESTS AND PLAINS,1,0.36356303,NA,0.299572445,0.8,0.194619626,0.868149898,0.67152388,0.4692295,0.115988595,0.097431977,0.14914288,0.065386574,1,0.902143228,0.446732302,0.390140394,0.549152214,0.408545565,0.929602363,0.678776569,0.04298628,2.708308343,NA,1.733435486,4,NA,4,4,NA,4,0,0,0_0,0,1,0,1,0,1,SLR,1,1,0,0,1,0,0_iva_0
347,SCBL,Scotts Bluff National Monument,NE,MW,National Monument,13.01882303,NGPN,Northern Great Plains Network,1,1,GREAT PLAINS,SOUTH CENTRAL SEMIARID PRAIRIES,GREAT PLAINS,0.563133247,0.158463861,0,0.255739826,0.6,0.377660621,0.804420682,0.681383379,0.178050967,0.350990059,0.307622134,0.06771581,0.124948406,0.333333333,0.325627638,0.707384315,0.437529061,0.903184288,0,0.791823989,0.713154319,0.099693133,2.271912164,2.274703234,1.806786687,3,4,4,2,2,3,0,1,0_1,1,0,0,0,0,1,Drought,1,0,0,0,0,0,0_0_0
348,SEMO,Selma to Montgomery National Historic Trail,AL,SE,National Historic Trail,0.081085994,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.836561595,NA,NA,1,NA,NA,1,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
349,SEQU,Sequoia National Park,CA,PW,National Park,1646.285529,SIEN,Sierra Nevada Network,1,1,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,0.859523064,0.805292285,0,0.088693416,0.55,0.631139893,0.725412021,0.135667446,0,0.445032623,0.61798725,0.331129086,0.173912475,0.5,0.120016492,0.355489176,0.207600433,0.480312022,0,0.747297392,0.499476851,0.159006363,2.204143787,2.026823412,1.758818272,3,2,4,3,3,3,1,1,1_1,1,0,0,0,1,1,Fire_Drought_Pest,1,1,0,0,0,0,0_0_0
350,SEBE,Sewall-Belmont House National Historic Site,DC,NC,National Historic Site,0.000400031,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.267317789,NA,NA,1,NA,NA,1,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
351,SHEN,Shenandoah National Park,VA,NE,National Park,782.1610022,MIDN,Mid-Atlantic Network,1,1,EASTERN TEMPERATE FORESTS,OZARK/OUACHITA-APPALACHIAN FORESTS,INTERIOR SOUTHEAST PLAINS AND FOREST,0.778817936,0.427872586,0,0.420534382,0.4,0.141301593,0.81095672,0.495755135,0.163001721,0.09737516,0.291354445,0.203998912,0.046046161,1,0.439883938,0.323048571,0.311132146,0.467586261,0,0.901291937,0.696028918,0.242515345,2.276717325,2.110928834,1.571942483,3,3,2,3,3,3,0,0,0_0,0,0,0,0,1,1,Pest,0,0,0,1,0,1,0_0_crva
352,SHIL,Shiloh National Battlefield,MS,SE,National Battlefield,16.52392794,CUPN,Cumberland Piedmont Network,1,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,1,0.302846736,NA,0.169690722,0.5,0.184765468,0.599085066,0.67925978,0.121972781,0.261809388,0.435371322,0.10120249,0.239845027,1,0.45176162,0.436405978,0.476587975,0.211263075,0,0,0.625994212,0.320674575,2.174095507,NA,1.514925389,3,NA,2,2,NA,2,0,1,0_1,0,0,0,0,0,0,None,0,0,0,1,0,0,0_0_0
353,SITK,Sitka National Historical Park,AK,AK,National Historical Park,0.470523878,SEAN,Southeast Alaska Network,1,1,MARINE WEST COAST FOREST,MARINE WEST COAST FOREST,MARINE WEST COAST FOREST,NA,0.948889466,0,0.39794357,0.094117647,NA,NA,0.509441468,1,0.337413536,NA,0.26822496,0.021134222,0,1,0.158707474,0.119104677,0,1,1,0.680287152,NA,2.452660356,2.162064913,1.617409191,4,4,4,4,4,4,NA,0,NA,NA,0,NA,NA,0,0,None,1,1,0,0,0,0,0_0_0
354,SLBE,Sleeping Bear Dunes National Lakeshore,MI,MW,National Lakeshore,284.1845383,GLKN,Great Lakes Network,1,1,WATER,WATER,NORTHERN FORESTS AND PLAINS,0.923287071,0.060092963,0,0.410126491,0.3,0.104946786,0.869154065,0.662787769,0.216421754,0.180660447,0.058176488,0.176103919,0.267552872,1,0.428220198,0.359923682,0.332560722,0.486240098,0,0.955820396,0.824691262,0.088572328,2.401449436,2.195625311,1.673352871,4,3,3,3,3,3,0,0,0_0,0,0,0,0,1,1,Pest,1,0,1,1,0,0,nrva_0_0
355,SPAR,Springfield Armory National Historic Site,MA,NE,National Historic Site,0.218191976,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,NORTHERN FORESTS AND PLAINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.710316135,NA,NA,3,NA,NA,3,0,1,0_1,0,0,0,0,1,1,Pest,0,1,0,0,0,0,0_0_0
356,STLI,Statue Of Liberty National Monument,NY,NE,National Monument,0.27942316,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.778888742,NA,NA,4,NA,NA,4,0,0,0_0,0,1,0,1,0,1,SLR,1,1,0,0,1,0,0_iva_0
357,STEA,Steamtown National Historic Site,PA,NE,National Historic Site,0.220660578,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,NORTHERN FORESTS AND PLAINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.741655684,NA,NA,4,NA,NA,4,0,1,0_1,0,0,0,0,0,0,None,1,1,0,0,0,0,0_0_0
358,STRI,Stones River National Battlefield,TN,SE,National Battlefield,2.865305344,CUPN,Cumberland Piedmont Network,1,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,1,0.353004596,NA,0.182264205,0.4,0.216483546,0.632409247,0.64084316,0.231956628,0.238976496,0.206408081,0.063170171,0.166858282,1,0.464555372,0.353890951,0.342519012,0.245588336,0,0,0.654771414,0.302012973,2.097448441,NA,1.41937231,2,NA,2,2,NA,2,0,1,0_1,0,0,0,0,0,0,None,0,0,0,1,0,0,0_0_0
359,STON,Stonewall National Monument,NY,NE,National Monument,0.018489153,NA,NA,NA,NA,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,INTERIOR SOUTHEAST PLAINS AND FOREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.145642174,NA,NA,1,NA,NA,1,0,0,0_0,0,0,0,0,0,0,None,0,0,0,0,0,0,0_0_0
